UID,REFCAT,Vulnerabilidad,SA,GradoDanio,PGA,Suelo,pNull,pLow,pMod,pExt,pCom,pMean,ojo,year,floor,facadeL,Escombro
0,000100100XG16H,RC31-PRE,0.4,Sligth,0.24,C,0.538,0.279,0.152,0.026,0.004,Sligth,Reinforced Concrete,1988,1,57.73,0.00408
1,000100200XG16H,RC31-PRE,0.448,Sligth,0.247,D,0.412,0.305,0.225,0.049,0.009,Sligth,Reinforced Concrete,1973,2,38.92,0.00406
2,000100300XG16H,RC31-PRE,0.4,Sligth,0.24,C,0.539,0.279,0.152,0.026,0.004,Sligth,Reinforced Concrete,1975,2,43.14,0.00409
3,000100400XG16H,RC31-PRE,0.448,Sligth,0.247,D,0.412,0.305,0.225,0.049,0.009,Sligth,Reinforced Concrete,1976,2,66.26,0.00396
4,000100500XG16H,M34-PRE,0.577,Sligth,0.241,C,0.241,0.579,0.131,0.044,0.005,Sligth,Masonry,1955,2,42.23,0.01054
5,000100800XG16H,RC31-PRE,0.402,Sligth,0.242,C,0.535,0.28,0.154,0.026,0.004,Sligth,Reinforced Concrete,1984,2,81.8,0.00396
6,000100900XG16H,M34-PRE,0.581,Sligth,0.243,C,0.235,0.58,0.134,0.045,0.006,Sligth,Masonry,1950,1,63.65,0.01037
7,000101000XG16H,RC31-PRE,0.405,Sligth,0.243,C,0.532,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,1968,2,75.24,0.00399
8,000101100XG16H,RC31-PRE,0.405,Sligth,0.244,C,0.53,0.282,0.157,0.027,0.004,Sligth,Reinforced Concrete,1975,2,43.14,0.00409
9,000101200XG16H,RC31-PRE,0.407,Sligth,0.245,C,0.528,0.282,0.158,0.027,0.004,Sligth,Reinforced Concrete,1979,2,77.03,0.00395
10,000101300XG16H,RC31-PRE,0.406,Sligth,0.245,C,0.529,0.282,0.158,0.027,0.004,Sligth,Reinforced Concrete,1979,3,65.07,0.004
11,000101400XG16H,M34-PRE,0.586,Sligth,0.245,C,0.227,0.581,0.138,0.048,0.006,Sligth,Masonry,1960,2,50.2,0.01047
12,000101800XG16H,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1981,2,78.35,0.00404
13,000101900XG16H,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1970,3,39.9,0.00401
14,000102000XG16H,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,1976,1,60.4,0.00399
15,000102100XG16H,RC31-PRE,0.415,Sligth,0.251,C,0.514,0.286,0.166,0.029,0.005,Sligth,Reinforced Concrete,1971,1,116.44,0.00398
16,000200100XG16H,RC31-PRE,0.417,Sligth,0.252,C,0.51,0.287,0.167,0.03,0.005,Sligth,Reinforced Concrete,1993,1,61.1,0.00396
17,000209300XG16H,RC31-PRE,0.416,Sligth,0.251,C,0.513,0.287,0.166,0.03,0.005,Sligth,Reinforced Concrete,1965,2,44.03,0.00404
18,000209400XG16H,RC31-PRE,0.416,Sligth,0.251,C,0.513,0.287,0.166,0.03,0.005,Sligth,Reinforced Concrete,1965,1,36.51,0.00392
19,000209600XG16H,M11-PRE,0.598,Complete,0.251,C,0.0,0.007,0.071,0.193,0.73,Complete,Masonry,1900,2,59.13,0.20338
20,000209700XG16H,M11-PRE,0.599,Complete,0.251,C,0.0,0.007,0.07,0.192,0.731,Complete,Masonry,1900,2,51.06,0.20125
21,000209800XG16H,RC31-PRE,0.417,Sligth,0.252,C,0.512,0.287,0.167,0.03,0.005,Sligth,Reinforced Concrete,1985,1,61.2,0.00396
22,000209900XG16H,M34-PRE,0.603,Sligth,0.252,C,0.202,0.581,0.153,0.056,0.008,Sligth,Masonry,1956,2,44.01,0.01066
23,000210000XG16H,M34-PRE,0.603,Sligth,0.252,C,0.202,0.581,0.153,0.056,0.008,Sligth,Masonry,1956,2,44.08,0.01065
24,000210100XG16H,M34-PRE,0.602,Sligth,0.251,C,0.203,0.581,0.152,0.056,0.008,Sligth,Masonry,1948,2,34.08,0.01069
25,000210200XG16H,RC31-PRE,0.417,Sligth,0.252,C,0.511,0.287,0.167,0.03,0.005,Sligth,Reinforced Concrete,1970,1,43.44,0.00407
26,000210300XG16H,RC31-PRE,0.417,Sligth,0.252,C,0.51,0.287,0.168,0.03,0.005,Sligth,Reinforced Concrete,1980,3,71.49,0.00396
27,000210400XG16H,M34-PRE,0.412,Moderate,0.253,C,0.03,0.365,0.287,0.234,0.085,Moderate,Masonry,1960,3,41.17,0.02145
28,000210500XG16H,RC31-PRE,0.418,Sligth,0.253,C,0.509,0.288,0.168,0.03,0.005,Sligth,Reinforced Concrete,1970,1,40.33,0.00398
29,000210700XG16H,RC31-PRE,0.419,Sligth,0.253,C,0.508,0.288,0.169,0.03,0.005,Sligth,Reinforced Concrete,1978,1,53.01,0.00408
30,000210900XG16H,RC31-PRE,0.42,Sligth,0.254,C,0.506,0.288,0.17,0.031,0.005,Sligth,Reinforced Concrete,1994,2,39.97,0.004
31,000211000XG16H,M34-PRE,0.609,Sligth,0.254,C,0.193,0.581,0.158,0.06,0.008,Sligth,Masonry,1960,1,58.12,0.01043
32,000212900XG16H,RC31-PRE,0.415,Sligth,0.25,C,0.515,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1980,1,45.67,0.00397
33,000213000XG16H,RC31-PRE,0.413,Sligth,0.249,C,0.518,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1970,2,27.87,0.00415
34,000213100XG16H,RC31-PRE,0.413,Sligth,0.249,C,0.518,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1970,1,36.9,0.0039
35,000213200XG16H,M11-PRE,0.597,Complete,0.251,C,0.0,0.007,0.072,0.194,0.728,Complete,Masonry,1900,2,50.3,0.20214
36,000213300XG16H,RC31-PRE,0.415,Sligth,0.25,C,0.515,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1977,2,50.32,0.00399
37,000213400XG16H,RC31-PRE,0.417,Sligth,0.252,C,0.511,0.287,0.167,0.03,0.005,Sligth,Reinforced Concrete,1970,2,40.63,0.00397
38,000213600XG16H,RC31-PRE,0.416,Sligth,0.251,C,0.513,0.287,0.166,0.03,0.005,Sligth,Reinforced Concrete,1994,2,55.2,0.00399
39,000213800XG16H,M34-PRE,0.606,Sligth,0.253,C,0.197,0.581,0.156,0.058,0.008,Sligth,Masonry,1950,2,42.5,0.0105
40,000213900XG16H,M11-PRE,0.604,Complete,0.253,C,0.0,0.006,0.067,0.188,0.739,Complete,Masonry,1900,2,61.13,0.20139
41,000214000XG16H,RC31-PRE,0.418,Sligth,0.252,C,0.51,0.287,0.168,0.03,0.005,Sligth,Reinforced Concrete,1996,2,53.69,0.00405
42,000214100XG16H,RC31-PRE,0.42,Sligth,0.254,C,0.506,0.288,0.17,0.031,0.005,Sligth,Reinforced Concrete,1968,2,89.78,0.004
43,000214200XG16H,M11-PRE,0.604,Complete,0.254,C,0.0,0.006,0.067,0.187,0.74,Complete,Masonry,1900,2,35.14,0.20226
44,000214400XG16H,RC31-PRE,0.421,Sligth,0.254,C,0.505,0.289,0.171,0.031,0.005,Sligth,Reinforced Concrete,1982,2,46.97,0.00392
45,000214500XG16H,RC31-PRE,0.421,Sligth,0.255,C,0.504,0.289,0.171,0.031,0.005,Sligth,Reinforced Concrete,1980,1,56.3,0.00395
46,000214600XG16H,RC31-PRE,0.421,Sligth,0.254,C,0.505,0.289,0.17,0.031,0.005,Sligth,Reinforced Concrete,1980,2,94.63,0.00401
47,000214700XG16H,M11-PRE,0.633,Complete,0.26,D,0.0,0.002,0.027,0.109,0.863,Complete,Masonry,1900,2,51.65,0.20349
48,000215000XG16H,M34-PRE,0.637,Sligth,0.261,D,0.115,0.547,0.215,0.104,0.02,Sligth,Masonry,1943,1,65.9,0.0104
49,000215100XG16H,RC31-PRE,0.47,Sligth,0.262,D,0.376,0.307,0.247,0.059,0.012,Sligth,Reinforced Concrete,1966,2,58.86,0.00404
50,000215300XG16H,RC31-PRE,0.468,Sligth,0.261,D,0.378,0.307,0.245,0.058,0.012,Sligth,Reinforced Concrete,1970,2,106.96,0.00396
51,000308900XG16H,RC31-PRE,0.462,Sligth,0.257,D,0.388,0.306,0.24,0.055,0.011,Sligth,Reinforced Concrete,1970,2,56.72,0.00394
52,000401600XG17A,RC31-PRE,0.403,Sligth,0.217,D,0.489,0.292,0.179,0.034,0.006,Sligth,Reinforced Concrete,1970,1,124.98,0.004
53,000402100XG17A,RC31-PRE,0.402,Sligth,0.217,D,0.491,0.292,0.178,0.033,0.006,Sligth,Reinforced Concrete,1993,1,43.97,0.00405
54,000402200XG17A,RC31-PRE,0.401,Sligth,0.217,D,0.491,0.292,0.178,0.033,0.006,Sligth,Reinforced Concrete,1993,1,103.48,0.00403
55,000500600XG17A,M11-PRE,0.392,Extensive,0.179,C,0.007,0.1,0.309,0.309,0.276,Extensive,Masonry,1920,1,38.86,0.05698
56,000600300XG16H,RC31-LOW,0.362,Sligth,0.214,C,0.604,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1998,3,53.9,0.00404
57,000600500XG16H,RC31-PRE,0.397,Sligth,0.238,C,0.544,0.278,0.149,0.025,0.004,Sligth,Reinforced Concrete,1993,3,63.84,0.00404
58,000600600XG16H,M31-PRE,0.589,Sligth,0.24,C,0.108,0.526,0.233,0.111,0.022,Sligth,Masonry,1925,2,77.99,0.01046
59,000601100XG16H,M11-PRE,0.565,Complete,0.237,C,0.0,0.011,0.096,0.225,0.667,Complete,Masonry,1888,2,39.24,0.20366
60,000601200XG16H,M11-PRE,0.566,Complete,0.238,C,0.0,0.011,0.095,0.224,0.67,Complete,Masonry,1888,1,47.07,0.12532
61,000602000XG16H,RC31-PRE,0.395,Sligth,0.237,C,0.547,0.277,0.148,0.024,0.004,Sligth,Reinforced Concrete,1986,2,30.03,0.004
62,000602100XG16H,M11-PRE,0.565,Complete,0.237,C,0.0,0.011,0.096,0.226,0.666,Complete,Masonry,1920,1,21.24,0.12296
63,000606500XG16H,RC31-LOW,0.398,Sligth,0.239,C,0.542,0.278,0.151,0.025,0.004,Sligth,Reinforced Concrete,1999,2,53.81,0.00404
64,000606700XG16H,M11-PRE,0.573,Complete,0.24,C,0.0,0.01,0.09,0.218,0.682,Complete,Masonry,1900,2,38.05,0.20163
65,000612300XG16H,RC31-PRE,0.41,Sligth,0.247,C,0.523,0.284,0.161,0.028,0.004,Sligth,Reinforced Concrete,1968,2,36.07,0.00394
66,000614300XG16H,M11-PRE,0.592,Complete,0.248,C,0.0,0.008,0.075,0.199,0.718,Complete,Masonry,1888,2,59.98,0.20252
67,000614400XG16H,M31-PRE,0.613,Moderate,0.249,C,0.086,0.498,0.253,0.133,0.03,Moderate,Masonry,1940,2,49.53,0.02076
68,000700100XG17B,M34-PRE,0.495,Sligth,0.223,C,0.406,0.51,0.067,0.016,0.001,Sligth,Masonry,1944,2,54.9,0.01051
69,000700300XG17B,RC31-PRE,0.314,None,0.224,C,0.686,0.219,0.083,0.01,0.001,None,Reinforced Concrete,1986,1,50.55,0
70,000700400XG17B,RC31-PRE,0.307,None,0.218,C,0.698,0.213,0.078,0.009,0.001,None,Reinforced Concrete,1987,1,20.25,0
71,000700500XG17B,M11-PRE,0.484,Extensive,0.22,C,0.001,0.033,0.182,0.293,0.49,Extensive,Masonry,1900,2,94.43,0.08146
72,000701400XG17B,RC31-LOW,0.313,None,0.223,C,0.689,0.218,0.082,0.01,0.001,None,Reinforced Concrete,2005,1,83.27,0
73,000708500XG16H,M11-PRE,0.598,Complete,0.251,C,0.0,0.007,0.071,0.193,0.729,Complete,Masonry,1900,2,46.47,0.20383
74,001200300XG17B,RC31-PRE,0.417,Sligth,0.252,C,0.51,0.287,0.168,0.03,0.005,Sligth,Reinforced Concrete,1965,3,56.74,0.00394
75,001200400XG17B,M34-PRE,0.603,Sligth,0.252,C,0.201,0.581,0.153,0.057,0.008,Sligth,Masonry,1965,1,52.04,0.01056
76,001200600XG17B,M31-PRE,0.622,Moderate,0.253,C,0.078,0.486,0.26,0.142,0.034,Moderate,Masonry,1940,1,68.06,0.01679
77,001200700XG17B,RC31-PRE,0.418,Sligth,0.253,C,0.509,0.288,0.168,0.03,0.005,Sligth,Reinforced Concrete,1978,3,45.79,0.00397
78,001500100XG17A,RC31-PRE,0.271,None,0.19,C,0.76,0.179,0.055,0.006,0.001,None,Reinforced Concrete,1995,1,151.47,0
79,001500500XG16G,RC31-LOW,0.394,Sligth,0.236,C,0.55,0.276,0.146,0.024,0.004,Sligth,Reinforced Concrete,2000,1,56.01,0.00396
80,001500900XG16G,M31-PRE,0.582,Sligth,0.237,C,0.116,0.533,0.226,0.104,0.02,Sligth,Masonry,1940,1,50.08,0.01049
81,001501000XG16G,RC31-PRE,0.394,Sligth,0.236,C,0.55,0.276,0.147,0.024,0.004,Sligth,Reinforced Concrete,1974,1,51.8,0.00393
82,001501100XG16G,M11-PRE,0.562,Complete,0.236,C,0.0,0.012,0.098,0.228,0.661,Complete,Masonry,1900,1,25.75,0.12398
83,001501200XG16G,M11-PRE,0.562,Complete,0.236,C,0.0,0.012,0.099,0.228,0.661,Complete,Masonry,1900,1,33.95,0.12608
84,001501300XG16G,RC31-PRE,0.393,Sligth,0.235,C,0.551,0.276,0.146,0.024,0.004,Sligth,Reinforced Concrete,1976,2,44.04,0.00404
85,001501300XG17A,RC31-PRE,0.264,None,0.185,C,0.771,0.172,0.051,0.005,0.001,None,Reinforced Concrete,1989,2,84.59,0
86,001501400XG16G,M11-PRE,0.562,Complete,0.236,C,0.0,0.012,0.099,0.229,0.661,Complete,Masonry,1900,1,39.37,0.12556
87,001501400XG17A,RC31-PRE,0.268,None,0.187,C,0.765,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1982,1,67.81,0
88,001501500XG16G,RC31-PRE,0.393,Sligth,0.235,C,0.552,0.275,0.146,0.024,0.004,Sligth,Reinforced Concrete,1984,2,51.12,0.00396
89,001501600XG16G,M11-PRE,0.56,Complete,0.235,C,0.0,0.012,0.1,0.23,0.658,Complete,Masonry,1888,1,41.24,0.12395
90,001502000XG16G,RC31-PRE,0.392,Sligth,0.235,C,0.552,0.275,0.145,0.024,0.004,Sligth,Reinforced Concrete,1965,2,44.44,0.00403
91,001503300XG16G,RC31-PRE,0.371,Sligth,0.22,C,0.588,0.262,0.127,0.019,0.003,Sligth,Reinforced Concrete,1973,1,51.57,0.00394
92,001503400XG16G,RC31-PRE,0.372,Sligth,0.221,C,0.587,0.263,0.128,0.019,0.003,Sligth,Reinforced Concrete,1985,3,54.9,0.004
93,001503500XG16G,RC31-PRE,0.372,Sligth,0.221,C,0.586,0.263,0.128,0.02,0.003,Sligth,Reinforced Concrete,1986,2,43.71,0.00406
94,001503600XG16G,RC31-PRE,0.372,Sligth,0.221,C,0.586,0.263,0.128,0.02,0.003,Sligth,Reinforced Concrete,1979,1,49.2,0.00403
95,001503700XG16G,RC31-PRE,0.373,Sligth,0.222,C,0.585,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1988,2,48.93,0.00404
96,001503800XG16G,M34-PRE,0.531,Sligth,0.222,C,0.328,0.552,0.093,0.026,0.002,Sligth,Masonry,1960,1,57.17,0.01054
97,001503900XG16G,RC31-PRE,0.373,Sligth,0.222,C,0.584,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1950,1,39.1,0.00405
98,001504000XG16G,M34-PRE,0.534,Sligth,0.223,C,0.321,0.555,0.095,0.027,0.003,Sligth,Masonry,1960,1,30.04,0.01049
99,001504100XG16G,RC31-PRE,0.374,Sligth,0.222,C,0.583,0.264,0.13,0.02,0.003,Sligth,Reinforced Concrete,1983,2,59.65,0.00401
100,001504300XG16G,RC31-PRE,0.376,Sligth,0.224,C,0.579,0.266,0.132,0.02,0.003,Sligth,Reinforced Concrete,1978,2,402.29,0.00399
101,001504400XG16G,RC31-PRE,0.376,Sligth,0.224,C,0.58,0.265,0.131,0.02,0.003,Sligth,Reinforced Concrete,1987,2,54.95,0.004
102,001504500XG16G,RC31-PRE,0.378,Sligth,0.225,C,0.576,0.267,0.133,0.021,0.003,Sligth,Reinforced Concrete,1965,2,50.83,0.00397
103,001504600XG16G,M34-PRE,0.544,Sligth,0.227,C,0.302,0.562,0.103,0.03,0.003,Sligth,Masonry,1960,1,40.46,0.01042
104,001504700XG16G,RC31-PRE,0.38,Sligth,0.227,C,0.572,0.268,0.135,0.021,0.003,Sligth,Reinforced Concrete,1988,1,42.85,0.0041
105,001504800XG16G,RC31-PRE,0.381,Sligth,0.227,C,0.572,0.268,0.135,0.021,0.003,Sligth,Reinforced Concrete,1988,2,28.91,0.00408
106,001900200XG16G,M34-PRE,0.519,Sligth,0.217,C,0.353,0.54,0.083,0.022,0.002,Sligth,Masonry,1968,1,49.66,0.01055
107,001900400XG16G,M34-PRE,0.525,Sligth,0.219,C,0.34,0.546,0.088,0.024,0.002,Sligth,Masonry,1961,1,40.87,0.01035
108,001900500XG16G,RC31-PRE,0.37,Sligth,0.22,C,0.591,0.262,0.126,0.019,0.003,Sligth,Reinforced Concrete,1981,2,42.5,0.00388
109,002003100XG16G,RC31-PRE,0.372,Sligth,0.221,C,0.587,0.263,0.128,0.019,0.003,Sligth,Reinforced Concrete,1988,1,66.06,0.00397
110,002003200XG16G,RC31-PRE,0.373,Sligth,0.222,C,0.585,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1975,2,75.1,0.004
111,002003600XG16G,RC31-PRE,0.374,Sligth,0.223,C,0.583,0.265,0.13,0.02,0.003,Sligth,Reinforced Concrete,1985,2,48.31,0.00407
112,002003900XG16G,M34-PRE,0.535,Sligth,0.223,C,0.32,0.555,0.096,0.027,0.003,Sligth,Masonry,1985,2,50.47,0.01043
113,002100100XG17B,RC31-LOW,0.407,Sligth,0.245,C,0.527,0.283,0.159,0.027,0.004,Sligth,Reinforced Concrete,1997,1,44.62,0.00402
114,002203600XG17B,RC31-PRE,0.461,Sligth,0.256,D,0.389,0.306,0.239,0.055,0.011,Sligth,Reinforced Concrete,1985,2,48.08,0.00408
115,002206700XG17B,RC31-PRE,0.461,Sligth,0.256,D,0.389,0.306,0.238,0.055,0.011,Sligth,Reinforced Concrete,1988,3,71.75,0.00395
116,002206800XG17B,RC31-PRE,0.461,Sligth,0.256,D,0.389,0.306,0.239,0.055,0.011,Sligth,Reinforced Concrete,1981,2,53.58,0.00405
117,002207100XG17B,M31-PRE,0.638,Moderate,0.256,D,0.039,0.389,0.294,0.209,0.069,Moderate,Masonry,1940,2,30.15,0.02056
118,002207200XG17B,M31-PRE,0.638,Moderate,0.256,D,0.039,0.389,0.294,0.209,0.069,Moderate,Masonry,1940,2,52.48,0.02063
119,002207300XG17B,M34-PRE,0.629,Sligth,0.257,D,0.123,0.554,0.208,0.097,0.018,Sligth,Masonry,1960,2,59.52,0.01056
120,002207500XG17B,M11-PRE,0.626,Complete,0.257,D,0.0,0.002,0.029,0.115,0.854,Complete,Masonry,1900,1,61.1,0.12437
121,002207600XG17B,RC31-PRE,0.464,Sligth,0.258,D,0.385,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,1967,2,63.31,0.00405
122,002207700XG17B,RC31-PRE,0.462,Sligth,0.257,D,0.388,0.306,0.239,0.055,0.011,Sligth,Reinforced Concrete,1979,2,74.89,0.004
123,002207800XG17B,M31-PRE,0.643,Moderate,0.257,D,0.037,0.381,0.295,0.215,0.073,Moderate,Masonry,1940,2,42.86,0.02051
124,002207900XG17B,RC31-PRE,0.465,Sligth,0.258,D,0.384,0.307,0.242,0.056,0.011,Sligth,Reinforced Concrete,1983,2,47.03,0.00391
125,002208000XG17B,RC31-PRE,0.465,Sligth,0.258,D,0.384,0.306,0.242,0.056,0.011,Sligth,Reinforced Concrete,1981,2,92.78,0.00405
126,002208200XG17B,RC31-PRE,0.467,Sligth,0.26,D,0.38,0.307,0.244,0.058,0.012,Sligth,Reinforced Concrete,1973,2,54.1,0.00403
127,002208300XG17B,RC31-PRE,0.464,Sligth,0.258,D,0.385,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,1983,2,53.1,0.00407
128,002208400XG17B,RC31-PRE,0.464,Sligth,0.258,D,0.385,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,1988,2,51.75,0.00393
129,002208500XG17B,M34-PRE,0.631,Sligth,0.258,D,0.121,0.552,0.209,0.099,0.018,Sligth,Masonry,1960,1,42.15,0.01056
130,002300300XG16G,RC31-PRE,0.345,Sligth,0.203,C,0.633,0.244,0.106,0.015,0.002,Sligth,Reinforced Concrete,1975,2,49.35,0.00403
131,002400700XG16G,RC31-PRE,0.357,Sligth,0.211,C,0.612,0.253,0.116,0.017,0.002,Sligth,Reinforced Concrete,1984,2,50.13,0.00399
132,002401100XG16G,M34-PRE,0.503,Sligth,0.21,C,0.387,0.521,0.072,0.018,0.001,Sligth,Masonry,1950,1,11.82,0.0109
133,002403800XG16G,RC31-PRE,0.359,Sligth,0.213,C,0.608,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1988,1,53.47,0.00406
134,002403900XG16G,RC31-PRE,0.362,Sligth,0.214,C,0.604,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1977,1,53.47,0.00406
135,002404000XG16G,RC31-PRE,0.362,Sligth,0.215,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1971,1,54.52,0.00402
136,002404100XG16G,RC31-PRE,0.363,Sligth,0.215,C,0.602,0.257,0.121,0.018,0.003,Sligth,Reinforced Concrete,1988,2,57.31,0.00392
137,002404300XG16G,RC31-PRE,0.346,Sligth,0.204,C,0.632,0.245,0.107,0.015,0.002,Sligth,Reinforced Concrete,1980,2,43.36,0.00408
138,002404400XG16G,M31-PRE,0.5,Sligth,0.204,C,0.238,0.569,0.142,0.045,0.006,Sligth,Masonry,1933,1,27.18,0.01058
139,002404500XG16G,RC31-PRE,0.346,Sligth,0.204,C,0.631,0.245,0.107,0.015,0.002,Sligth,Reinforced Concrete,1984,2,44.67,0.00401
140,002404600XG16G,RC31-PRE,0.348,Sligth,0.205,C,0.628,0.246,0.108,0.015,0.002,Sligth,Reinforced Concrete,1971,2,67.92,0.00406
141,002404700XG16G,M34-PRE,0.489,Sligth,0.204,C,0.42,0.502,0.063,0.014,0.001,Sligth,Masonry,1948,2,30.49,0.01039
142,002404800XG16G,RC31-PRE,0.346,Sligth,0.203,C,0.632,0.245,0.106,0.015,0.002,Sligth,Reinforced Concrete,1973,1,24.01,0.00408
143,002404900XG16G,RC31-PRE,0.346,Sligth,0.203,C,0.632,0.245,0.107,0.015,0.002,Sligth,Reinforced Concrete,1978,2,37.42,0.00387
144,002405700XG16G,RC31-PRE,0.354,Sligth,0.209,C,0.618,0.251,0.113,0.016,0.002,Sligth,Reinforced Concrete,1988,2,50.9,0.00396
145,002405800XG16G,RC31-PRE,0.352,Sligth,0.208,C,0.62,0.25,0.112,0.016,0.002,Sligth,Reinforced Concrete,1968,2,35.99,0.00394
146,002405900XG16G,RC31-PRE,0.352,Sligth,0.208,C,0.621,0.25,0.112,0.016,0.002,Sligth,Reinforced Concrete,1968,2,32.3,0.00386
147,002406000XG16G,RC31-PRE,0.352,Sligth,0.207,C,0.622,0.249,0.111,0.016,0.002,Sligth,Reinforced Concrete,1987,2,53.76,0.00405
148,002406100XG16G,RC31-PRE,0.353,Sligth,0.208,C,0.619,0.25,0.112,0.016,0.002,Sligth,Reinforced Concrete,1983,2,43.59,0.00406
149,002406300XG16G,RC31-PRE,0.352,Sligth,0.207,C,0.622,0.249,0.111,0.016,0.002,Sligth,Reinforced Concrete,1992,2,47.81,0.00409
150,002500100XG17A,RC31-PRE,0.209,None,0.166,B,0.864,0.111,0.023,0.002,0.0,None,Reinforced Concrete,1983,2,178.63,0
151,002500200XG17C,RC31-PRE,0.25,None,0.174,C,0.794,0.158,0.043,0.004,0.0,None,Reinforced Concrete,1975,2,349.79,0
152,002500300XG17C,RC31-PRE,0.246,None,0.171,C,0.8,0.154,0.042,0.004,0.0,None,Reinforced Concrete,1976,1,25.42,0
153,002500500XG17C,RC31-PRE,0.248,None,0.173,C,0.797,0.156,0.042,0.004,0.0,None,Reinforced Concrete,1980,2,731.12,0
154,002500600XG17C,RC31-PRE,0.249,None,0.173,C,0.796,0.157,0.043,0.004,0.0,None,Reinforced Concrete,1987,2,194.85,0
155,002503900XG17B,RC31-PRE,0.404,Sligth,0.243,C,0.532,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,1976,1,44.6,0.00402
156,30024A15900219,RC31-PRE,0.464,Sligth,0.258,D,0.385,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,1988,2,89.77,0.00401
157,30024A15900221,RC31-PRE,0.462,Sligth,0.256,D,0.388,0.306,0.239,0.055,0.011,Sligth,Reinforced Concrete,1982,2,125.43,0.00399
158,30024A15900223,RC31-PRE,0.461,Sligth,0.255,D,0.391,0.306,0.238,0.055,0.011,Sligth,Reinforced Concrete,1979,3,99.76,0.004
159,30024A16300023,RC31-PRE,0.315,None,0.224,C,0.685,0.22,0.084,0.01,0.001,None,Reinforced Concrete,1988,1,77.34,0
160,30024A16300031,M31-PRE,0.622,Moderate,0.253,C,0.079,0.486,0.26,0.142,0.034,Moderate,Masonry,1940,1,145.9,0.01681
161,30024A16300032,M31-PRE,0.427,Moderate,0.253,C,0.011,0.224,0.283,0.308,0.174,Moderate,Masonry,1940,3,92.29,0.02191
162,30024A16300035,RC31-PRE,0.419,Sligth,0.253,C,0.508,0.288,0.169,0.03,0.005,Sligth,Reinforced Concrete,1981,1,31.75,0.00389
163,30024A16300094,RC31-LOW,0.42,Sligth,0.254,C,0.506,0.288,0.17,0.031,0.005,Sligth,Reinforced Concrete,1998,2,103.87,0.00402
164,30024A16300143,RC31-LOW,0.418,Sligth,0.253,C,0.509,0.288,0.169,0.03,0.005,Sligth,Reinforced Concrete,1997,1,46.14,0.00395
165,30024A16400230,RC31-PRE,0.418,Sligth,0.253,C,0.509,0.288,0.168,0.03,0.005,Sligth,Reinforced Concrete,1965,2,105.22,0.004
166,30024A16400231,RC31-LOW,0.419,Sligth,0.253,C,0.507,0.288,0.169,0.03,0.005,Sligth,Reinforced Concrete,2000,2,147.22,0.00397
167,30024A16400232,RC31-PRE,0.42,Sligth,0.254,C,0.505,0.289,0.17,0.031,0.005,Sligth,Reinforced Concrete,1986,2,102.8,0.00404
168,30024A16400271,RC31-LOW,0.464,Sligth,0.258,D,0.385,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,2003,1,188.17,0.00402
169,30024A16500043,M11-PRE,0.605,Complete,0.254,C,0.0,0.006,0.067,0.187,0.74,Complete,Masonry,1900,1,82.09,0.12517
170,30024A16500046,RC31-LOW,0.419,Sligth,0.253,C,0.507,0.288,0.169,0.03,0.005,Sligth,Reinforced Concrete,1997,1,58.98,0.00403
171,30024A16500048,M31-PRE,0.622,Moderate,0.253,C,0.078,0.486,0.26,0.142,0.034,Moderate,Masonry,1930,1,71.46,0.01702
172,30024A16500053,RC31-LOW,0.414,Sligth,0.25,C,0.516,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,2002,1,40.84,0.00396
173,30024A16500054,RC31-LOW,0.414,Sligth,0.249,C,0.517,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,2007,2,40.64,0.00397
174,30024A16500055,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1970,1,152.6,0.00403
