UID,REFCAT,Vulnerabilidad,SA,GradoDanio,PGA,Suelo,pNull,pLow,pMod,pExt,pCom,pMean,ojo,year,floor,facadeL,Escombro
7267,6100331XG1760S,M11-PRE,0.589,Complete,0.247,C,0.0,0.008,0.078,0.202,0.712,Complete,Masonry,1850,2,60.91,0.2016
7268,6100332XG1760S,M34-PRE,0.59,Sligth,0.246,C,0.221,0.581,0.142,0.05,0.006,Sligth,Masonry,1963,2,60.68,0.01042
7269,6100350XG1760A,M31-PRE,0.61,Moderate,0.248,C,0.088,0.501,0.251,0.13,0.029,Moderate,Masonry,1930,1,83.04,0.01681
7270,6105207XG1760E,RC31-PRE,0.456,Sligth,0.252,D,0.398,0.306,0.233,0.053,0.01,Sligth,Reinforced Concrete,1975,1,69.82,0.00401
7271,6105213XG1760E,RC31-PRE,0.458,Sligth,0.254,D,0.395,0.306,0.235,0.054,0.01,Sligth,Reinforced Concrete,1978,2,111.28,0.00398
7272,6105221XG1760E,RC31-PRE,0.456,Sligth,0.252,D,0.398,0.306,0.233,0.053,0.01,Sligth,Reinforced Concrete,1975,1,96.41,0.00397
7273,6105225XG1750S,RC31-LOW,0.404,Sligth,0.243,C,0.533,0.281,0.155,0.027,0.004,Sligth,Reinforced Concrete,1998,2,53.9,0.00404
7274,6105226XG1760S,RC31-PRE,0.407,Sligth,0.245,C,0.528,0.283,0.158,0.027,0.004,Sligth,Reinforced Concrete,1980,2,44.04,0.00404
7275,6105227XG1760S,RC31-PRE,0.455,Sligth,0.252,D,0.399,0.306,0.232,0.053,0.01,Sligth,Reinforced Concrete,1988,2,44.04,0.00404
7276,6105228XG1760S,RC31-PRE,0.456,Sligth,0.252,D,0.398,0.306,0.233,0.053,0.01,Sligth,Reinforced Concrete,1975,1,73.41,0.00404
7277,6105229XG1760S,RC31-PRE,0.457,Sligth,0.253,D,0.397,0.306,0.234,0.053,0.01,Sligth,Reinforced Concrete,1965,2,75.5,0.00399
7278,6105230XG1760E,M31-PRE,0.635,Moderate,0.254,D,0.041,0.395,0.292,0.205,0.066,Moderate,Masonry,1940,2,155.62,0.02057
7279,6105235XG1760S,RC31-PRE,0.46,Sligth,0.255,D,0.392,0.306,0.237,0.054,0.011,Sligth,Reinforced Concrete,1978,2,58.05,0.00407
7280,6110301XG1761A,RC31-PRE,0.402,Sligth,0.242,C,0.536,0.28,0.154,0.026,0.004,Sligth,Reinforced Concrete,1981,2,116.48,0.00397
7281,6112602XG1761C,RC31-PRE,0.397,Sligth,0.238,C,0.544,0.278,0.149,0.025,0.004,Sligth,Reinforced Concrete,1968,1,130.2,0.004
7282,6112604XG1761C,RC31-LOW,0.399,Sligth,0.239,C,0.541,0.278,0.151,0.025,0.004,Sligth,Reinforced Concrete,2013,1,55.67,0.00398
7283,6112631XG1761C,RC31-PRE,0.4,Sligth,0.24,C,0.54,0.279,0.152,0.026,0.004,Sligth,Reinforced Concrete,1928,2,50.22,0.00399
7284,6112639XG1761C,M34-PRE,0.585,Sligth,0.244,C,0.228,0.581,0.138,0.047,0.006,Sligth,Masonry,1962,2,137.24,0.01051
7285,6112650XG1761C,RC31-PRE,0.405,Sligth,0.244,C,0.531,0.282,0.156,0.027,0.004,Sligth,Reinforced Concrete,1975,3,47.02,0.00391
7286,6112651XG1761C,M34-PRE,0.585,Sligth,0.244,C,0.23,0.58,0.137,0.047,0.006,Sligth,Masonry,1960,2,111.51,0.01056
7287,6112667XG1761S,RC31-PRE,0.399,Sligth,0.239,C,0.541,0.279,0.151,0.025,0.004,Sligth,Reinforced Concrete,1988,1,44.24,0.00403
7288,6112668XG1751S,M34-PRE,0.597,Sligth,0.244,D,0.163,0.575,0.178,0.073,0.011,Sligth,Masonry,1958,2,64.58,0.01055
7289,6112669XG1761S,RC31-PRE,0.398,Sligth,0.239,C,0.543,0.278,0.15,0.025,0.004,Sligth,Reinforced Concrete,1978,1,53.6,0.00405
7290,6112674XG1761S,RC31-PRE,0.401,Sligth,0.241,C,0.538,0.28,0.153,0.026,0.004,Sligth,Reinforced Concrete,1967,2,97.61,0.00405
7291,6112675XG1761S,M11-PRE,0.58,Complete,0.243,C,0.0,0.009,0.084,0.211,0.696,Complete,Masonry,1920,2,27.08,0.20343
7292,6112676XG1761S,M11-PRE,0.397,Complete,0.243,C,0.0,0.003,0.043,0.145,0.809,Complete,Masonry,1920,3,27.94,0.2639
7293,6112677XG1761S,RC31-PRE,0.408,Sligth,0.245,C,0.527,0.283,0.159,0.027,0.004,Sligth,Reinforced Concrete,1970,2,64.12,0.00403
7294,6112680XG1761S,RC31-PRE,0.405,Sligth,0.243,C,0.531,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,1980,1,45.57,0.00397
7295,6112681XG1761C,RC31-PRE,0.405,Sligth,0.244,C,0.53,0.282,0.157,0.027,0.004,Sligth,Reinforced Concrete,1975,1,30.52,0.00397
7296,6112682XG1761C,RC31-PRE,0.405,Sligth,0.244,C,0.53,0.282,0.157,0.027,0.004,Sligth,Reinforced Concrete,1975,1,26.14,0.00391
7297,6114301XG1761C,RC31-PRE,0.299,None,0.212,C,0.712,0.206,0.072,0.008,0.001,None,Reinforced Concrete,1960,2,31.34,0
7298,6114302XG1761C,RC31-LOW,0.249,Sligth,0.24,C,0.428,0.303,0.215,0.046,0.008,Sligth,Reinforced Concrete,1998,5,61.95,0.00394
7299,6114303XG1761C,RC31-LOW,0.248,Sligth,0.239,C,0.43,0.303,0.213,0.045,0.008,Sligth,Reinforced Concrete,2000,5,265.64,0.004
7300,6114305XG1761C,RC31-PRE,0.096,Sligth,0.239,C,0.307,0.303,0.291,0.081,0.018,Sligth,Reinforced Concrete,1993,5,19.13,0.00409
7301,6114306XG1761C,RC31-PRE,0.096,Sligth,0.24,C,0.307,0.303,0.291,0.081,0.018,Sligth,Reinforced Concrete,1993,5,28.42,0.00411
7302,6114309XG1761C,M34-PRE,0.575,Sligth,0.24,C,0.246,0.578,0.129,0.042,0.005,Sligth,Masonry,1960,2,30.36,0.01042
7303,6114901XG1761C,RC31-LOW,0.249,Sligth,0.24,C,0.429,0.303,0.214,0.045,0.008,Sligth,Reinforced Concrete,2003,6,139.43,0.00401
7304,6115201XG1761E,RC31-PRE,0.174,Sligth,0.211,C,0.604,0.256,0.12,0.018,0.003,Sligth,Reinforced Concrete,1970,6,64.6,0.00401
7305,6115202XG1761E,M34-PRE,0.467,Sligth,0.211,C,0.471,0.468,0.05,0.01,0.001,Sligth,Masonry,1962,2,23.89,0.01083
7306,6115203XG1761E,RC31-PRE,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1992,5,12.87,0.00433
7307,6115204XG1761E,RC31-PRE,0.298,None,0.211,C,0.714,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1960,1,37.99,0
7308,6115205XG1761E,RC31-PRE,0.065,Sligth,0.211,C,0.473,0.296,0.188,0.036,0.006,Sligth,Reinforced Concrete,1992,5,46.08,0.00395
7309,6115206XG1761E,RC31-LOW,0.065,Sligth,0.211,C,0.473,0.296,0.188,0.036,0.006,Sligth,Reinforced Concrete,2007,6,35.46,0.00397
7310,6115207XG1761E,RC31-PRE,0.298,None,0.211,C,0.714,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1980,4,13.71,0
7311,6115208XG1761E,RC31-PRE,0.298,None,0.211,C,0.714,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1980,2,9.56,0
7312,6115209XG1761E,M34-PRE,0.467,Sligth,0.211,C,0.473,0.467,0.05,0.01,0.001,Sligth,Masonry,1970,3,4.43,0.0114
7313,6115210XG1761E,M34-PRE,0.467,Sligth,0.211,C,0.473,0.467,0.05,0.01,0.001,Sligth,Masonry,1970,3,18.76,0.01096
7314,6116003XG1761E,RC31-LOW,0.174,Sligth,0.21,C,0.604,0.256,0.12,0.018,0.003,Sligth,Reinforced Concrete,1988,5,30.96,0.00394
7315,5902800XG1750D,RC31-LOW,0.404,Sligth,0.243,C,0.533,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,2004,2,11.63,0.00372
7316,6116005XG1761E,RC31-LOW,0.065,Sligth,0.21,C,0.475,0.295,0.187,0.036,0.006,Sligth,Reinforced Concrete,2007,6,37.26,0.00388
7317,6116006XG1761E,RC31-LOW,0.065,Sligth,0.21,C,0.474,0.296,0.188,0.036,0.006,Sligth,Reinforced Concrete,2007,6,149.38,0.00401
7318,6116201XG1761E,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1975,5,62.78,0.00407
7319,6116301XG1761E,M34-PRE,0.292,Sligth,0.211,C,0.143,0.566,0.192,0.084,0.014,Sligth,Masonry,1970,5,104.55,0.01053
7320,6117101XG1761E,RC31-PRE,0.173,Sligth,0.209,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1971,5,130.7,0.00399
7321,6117102XG1761E,RC31-PRE,0.173,Sligth,0.209,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1970,5,74.39,0.00402
7322,6117501XG1761E,M34-PRE,0.292,Sligth,0.211,C,0.143,0.566,0.192,0.084,0.014,Sligth,Masonry,1975,5,94.27,0.01055
7323,6117502XG1761E,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1975,4,27.84,0.00416
7324,6117503XG1761E,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1977,5,59.62,0.00401
7325,6117504XG1761E,RC31-LOW,0.174,Sligth,0.21,C,0.604,0.256,0.119,0.018,0.003,Sligth,Reinforced Concrete,2004,4,40.28,0.00399
7326,6117701XG1761E,M34-PRE,0.291,Sligth,0.21,C,0.145,0.567,0.191,0.083,0.014,Sligth,Masonry,1970,5,82.95,0.01046
7327,6117702XG1761E,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1970,5,82.19,0.00395
7328,6118101XG1761G,RC31-PRE,0.172,Sligth,0.208,C,0.608,0.255,0.117,0.017,0.002,Sligth,Reinforced Concrete,1975,5,120.11,0.004
7329,6118102XG1761G,RC31-PRE,0.173,Sligth,0.208,C,0.608,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1972,5,92.37,0.00395
7330,6118201XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1970,5,89.49,0.00401
7331,6118301XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.606,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1970,5,88.97,0.00402
7332,6118401XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1969,5,88.89,0.00402
7333,6118501XG1761G,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1977,5,192.03,0.00398
7334,6118502XG1761G,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1976,5,137.9,0.00403
7335,6118503XG1761G,M34-PRE,0.464,Sligth,0.21,C,0.479,0.463,0.048,0.01,0.001,Sligth,Masonry,1980,5,26.84,0.01067
7336,6118504XG1761G,M34-PRE,0.291,Sligth,0.209,C,0.146,0.568,0.19,0.082,0.014,Sligth,Masonry,1976,5,46.59,0.01064
7337,6118505XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.606,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1972,5,88.65,0.00403
7338,6118901XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1969,4,88.49,0.00403
7339,6119501XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1972,5,216.78,0.00398
7340,6119701XG1761G,RC31-PRE,0.173,Sligth,0.209,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1972,4,79.93,0.004
7341,6119801XG1761G,RC31-PRE,0.172,Sligth,0.208,C,0.608,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1972,5,142.31,0.00397
7342,6213402XG1761C,RC31-PRE,0.403,Sligth,0.243,C,0.533,0.281,0.155,0.026,0.004,Sligth,Reinforced Concrete,1965,1,89.08,0.00402
7343,6213407XG1761S,M31-PRE,0.596,Sligth,0.243,C,0.101,0.518,0.239,0.117,0.025,Sligth,Masonry,1923,2,55.95,0.01038
7344,6214307XG1761S,M31-PRE,0.611,Moderate,0.249,C,0.087,0.5,0.252,0.132,0.03,Moderate,Masonry,1930,1,41.81,0.01704
7345,6214308XG1761S,M34-PRE,0.578,Sligth,0.241,C,0.241,0.579,0.131,0.044,0.005,Sligth,Masonry,1956,1,132.09,0.01052
7346,6215001XG1761E,RC31-PRE,0.4,Sligth,0.24,C,0.539,0.279,0.152,0.026,0.004,Sligth,Reinforced Concrete,1974,3,40.37,0.00398
7347,6215002XG1761E,M31-PRE,0.591,Sligth,0.241,C,0.106,0.523,0.235,0.113,0.023,Sligth,Masonry,1900,2,38.93,0.01069
7348,6215003XG1761E,M34-PRE,0.576,Sligth,0.24,C,0.244,0.578,0.129,0.043,0.005,Sligth,Masonry,1950,1,56.41,0.01064
7349,6216001XG1761E,RC31-PRE,0.299,None,0.212,C,0.713,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1984,4,42.09,0
7350,6216002XG1761E,RC31-PRE,0.065,Sligth,0.212,C,0.472,0.296,0.189,0.037,0.006,Sligth,Reinforced Concrete,1995,5,42.19,0.0039
7351,6216003XG1761E,RC31-LOW,0.065,Sligth,0.213,C,0.471,0.296,0.19,0.037,0.006,Sligth,Reinforced Concrete,2004,6,21.08,0.0039
7352,6216004XG1761E,RC31-PRE,0.066,Sligth,0.213,C,0.47,0.296,0.19,0.037,0.006,Sligth,Reinforced Concrete,1992,5,73.68,0.00404
7353,6216005XG1761E,RC31-PRE,0.175,Sligth,0.213,C,0.6,0.258,0.121,0.018,0.003,Sligth,Reinforced Concrete,1996,5,58.09,0.00407
7354,6216006XG1761E,RC31-PRE,0.175,Sligth,0.212,C,0.602,0.257,0.121,0.018,0.003,Sligth,Reinforced Concrete,1993,5,50.03,0.004
7355,6216007XG1761E,RC31-LOW,0.065,Sligth,0.211,C,0.473,0.296,0.188,0.036,0.006,Sligth,Reinforced Concrete,1998,5,78.26,0.00404
7356,6216211XG1761E,RC31-PRE,0.065,Sligth,0.212,C,0.472,0.296,0.189,0.037,0.006,Sligth,Reinforced Concrete,1994,5,87.76,0.00405
7357,6216219XG1761E,RC31-LOW,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1900,5,57.06,0.00393
7358,6216233XG1761E,RC31-LOW,0.175,Sligth,0.212,C,0.601,0.258,0.121,0.018,0.003,Sligth,Reinforced Concrete,2002,5,35.32,0.00398
7359,6216234XG1761E,RC31-LOW,0.065,Sligth,0.212,C,0.472,0.296,0.189,0.037,0.006,Sligth,Reinforced Concrete,2007,6,27.94,0.00415
7360,6216235XG1761E,RC31-LOW,0.065,Sligth,0.213,C,0.471,0.296,0.19,0.037,0.006,Sligth,Reinforced Concrete,2005,7,81.18,0.00397
7361,6216236XG1761E,RC31-LOW,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,2009,6,70.4,0.00399
7362,6216237XG1761E,RC31-LOW,0.175,Sligth,0.212,C,0.601,0.258,0.121,0.018,0.003,Sligth,Reinforced Concrete,2008,5,46.7,0.00393
7363,6217001XG1761E,RC31-PRE,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1981,4,67.72,0.00407
7364,6217002XG1761E,RC31-LOW,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,2001,5,18.78,0.00413
7365,6217003XG1761E,RC31-PRE,0.298,None,0.211,C,0.714,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1967,4,34.91,0
7366,6217004XG1761E,RC31-PRE,0.298,None,0.211,C,0.714,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1967,4,18.54,0
7367,6217005XG1761E,RC31-PRE,0.298,None,0.211,C,0.715,0.205,0.072,0.008,0.001,None,Reinforced Concrete,1967,4,37.42,0
7368,6217006XG1761E,RC31-PRE,0.174,Sligth,0.211,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1994,4,34.4,0.00403
7369,6218001XG1761G,RC31-LOW,0.174,Sligth,0.21,C,0.604,0.256,0.119,0.018,0.003,Sligth,Reinforced Concrete,2004,5,247.15,0.00398
7370,6218002XG1761G,M34-PRE,0.465,Sligth,0.21,C,0.476,0.464,0.049,0.01,0.001,Sligth,Masonry,1970,2,15.67,0.0102
7371,6218003XG1761G,RC31-PRE,0.297,None,0.21,C,0.716,0.204,0.071,0.008,0.001,None,Reinforced Concrete,1970,2,27.35,0
7372,6218004XG1761G,RC31-PRE,0.173,Sligth,0.21,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1985,5,37.29,0.00388
7373,6218005XG1761G,RC31-PRE,0.173,Sligth,0.21,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1971,5,39.62,0.00402
7374,6218101XG1761G,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1986,3,38.13,0.0041
7375,6218102XG1761G,RC31-PRE,0.296,None,0.21,C,0.717,0.203,0.071,0.008,0.001,None,Reinforced Concrete,1975,3,30.01,0
7376,6218103XG1761G,M34-PRE,0.291,Sligth,0.21,C,0.145,0.567,0.191,0.083,0.014,Sligth,Masonry,1979,4,32.03,0.0106
7377,6218801XG1761G,RC31-PRE,0.174,Sligth,0.21,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1991,4,47.86,0.00409
7378,6218802XG1761G,RC31-PRE,0.297,None,0.21,C,0.716,0.204,0.071,0.008,0.001,None,Reinforced Concrete,1976,4,23.73,0
7379,6218803XG1761G,RC31-PRE,0.296,None,0.21,C,0.717,0.203,0.071,0.008,0.001,None,Reinforced Concrete,1989,3,43.26,0
7380,6218901XG1761G,RC31-PRE,0.297,None,0.21,C,0.716,0.204,0.071,0.008,0.001,None,Reinforced Concrete,1970,2,63.43,0
7381,6218902XG1761G,M34-PRE,0.467,Sligth,0.211,C,0.472,0.467,0.05,0.01,0.001,Sligth,Masonry,1969,2,57.41,0.01051
7382,6218903XG1761G,RC31-LOW,0.298,None,0.211,C,0.715,0.204,0.072,0.008,0.001,None,Reinforced Concrete,2004,3,33.14,0
7383,6218904XG1761G,RC31-LOW,0.297,None,0.211,C,0.715,0.204,0.071,0.008,0.001,None,Reinforced Concrete,2001,2,30.44,0
7384,6218906XG1761G,RC31-PRE,0.297,None,0.21,C,0.715,0.204,0.071,0.008,0.001,None,Reinforced Concrete,1996,2,48.37,0
7385,6218907XG1761G,RC31-LOW,0.297,None,0.21,C,0.716,0.204,0.071,0.008,0.001,None,Reinforced Concrete,2002,3,62.45,0
7386,6308205XG1760G,RC31-PRE,0.404,Sligth,0.243,C,0.532,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,1993,1,60.46,0.00398
7387,6308206XG1760G,RC31-LOW,0.405,Sligth,0.244,C,0.531,0.282,0.157,0.027,0.004,Sligth,Reinforced Concrete,2001,2,47.13,0.00391
7388,6308213XG1760G,RC31-LOW,0.406,Sligth,0.245,C,0.529,0.282,0.158,0.027,0.004,Sligth,Reinforced Concrete,2003,2,62.59,0.00408
7389,6308214XG1760G,RC31-PRE,0.408,Sligth,0.246,C,0.526,0.283,0.159,0.028,0.004,Sligth,Reinforced Concrete,1975,2,69.04,0.00403
7390,6308217XG1760G,RC31-PRE,0.409,Sligth,0.246,C,0.525,0.283,0.16,0.028,0.004,Sligth,Reinforced Concrete,1984,1,53.88,0.00404
7391,6308224XG1760G,M34-PRE,0.59,Sligth,0.246,C,0.221,0.581,0.142,0.05,0.006,Sligth,Masonry,1988,1,87.18,0.01053
7392,6308225XG1760G,RC31-PRE,0.41,Sligth,0.247,C,0.523,0.284,0.161,0.028,0.004,Sligth,Reinforced Concrete,1975,1,97.35,0.00395
7393,6308239XG1760G,RC31-PRE,0.411,Sligth,0.248,C,0.521,0.284,0.162,0.028,0.005,Sligth,Reinforced Concrete,1968,2,61.21,0.00396
7394,6308240XG1760G,M34-PRE,0.597,Sligth,0.249,C,0.21,0.582,0.148,0.053,0.007,Sligth,Masonry,1950,1,127.46,0.0105
7395,6308243XG1760G,M34-PRE,0.598,Sligth,0.25,C,0.209,0.582,0.149,0.054,0.007,Sligth,Masonry,1945,2,67.91,0.01046
7396,6308251XG1760G,RC31-PRE,0.416,Sligth,0.251,C,0.513,0.287,0.166,0.03,0.005,Sligth,Reinforced Concrete,1979,2,41.73,0.00392
7397,6308255XG1760G,RC31-PRE,0.417,Sligth,0.252,C,0.511,0.287,0.167,0.03,0.005,Sligth,Reinforced Concrete,1994,3,67.73,0.00407
7398,6308264XG1760N,M31-PRE,0.597,Sligth,0.243,C,0.1,0.517,0.24,0.118,0.025,Sligth,Masonry,1940,2,33.27,0.01034
7399,6308265XG1761S,M11-PRE,0.577,Complete,0.242,C,0.0,0.009,0.086,0.213,0.691,Complete,Masonry,1920,2,42.1,0.20307
7400,6308267XG1760N,M11-PRE,0.581,Complete,0.244,C,0.0,0.009,0.083,0.21,0.698,Complete,Masonry,1900,2,75.16,0.20237
7401,6308270XG1760G,RC31-PRE,0.411,Sligth,0.247,C,0.522,0.284,0.161,0.028,0.005,Sligth,Reinforced Concrete,1975,2,84.06,0.00402
7402,6308271XG1760G,RC31-PRE,0.413,Sligth,0.249,C,0.518,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1973,1,45.82,0.00396
7403,6308271XG1760N,M31-PRE,0.606,Sligth,0.246,C,0.092,0.506,0.247,0.126,0.028,Sligth,Masonry,1940,1,51.97,0.01057
7404,6308272XG1760N,M11-PRE,0.59,Complete,0.247,C,0.0,0.008,0.077,0.201,0.714,Complete,Masonry,1910,1,52.6,0.12493
7405,6308279XG1760N,M31-PRE,0.618,Moderate,0.251,C,0.081,0.49,0.257,0.139,0.033,Moderate,Masonry,1940,1,17.08,0.01712
7406,6308280XG1760N,M31-PRE,0.618,Moderate,0.251,C,0.081,0.491,0.257,0.138,0.033,Moderate,Masonry,1940,2,25.27,0.02048
7407,6308283XG1760N,RC31-PRE,0.407,Sligth,0.245,C,0.528,0.283,0.158,0.027,0.004,Sligth,Reinforced Concrete,1976,1,51.42,0.00394
7408,6308284XG1760N,M34-PRE,0.589,Sligth,0.246,C,0.223,0.581,0.141,0.049,0.006,Sligth,Masonry,1950,2,25.35,0.0104
7409,6308291XG1760G,RC31-PRE,0.409,Sligth,0.246,C,0.524,0.284,0.16,0.028,0.004,Sligth,Reinforced Concrete,1994,3,32.16,0.00387
7410,6308293XG1760G,M34-PRE,0.593,Sligth,0.248,C,0.216,0.581,0.145,0.051,0.007,Sligth,Masonry,1943,2,103.23,0.01045
7411,63101A3XG1761A,RC31-PRE,0.405,Sligth,0.243,C,0.532,0.281,0.156,0.027,0.004,Sligth,Reinforced Concrete,1968,1,90.05,0.004
7412,6310106XG1761A,M34-PRE,0.583,Sligth,0.243,C,0.233,0.58,0.135,0.046,0.006,Sligth,Masonry,1956,1,109.1,0.01056
7413,6310110XG1761A,RC31-LOW,0.406,Sligth,0.244,C,0.53,0.282,0.157,0.027,0.004,Sligth,Reinforced Concrete,2003,1,58.16,0.00406
7414,6310124XG1761A,M31-PRE,0.605,Sligth,0.246,C,0.093,0.508,0.247,0.126,0.028,Sligth,Masonry,1930,2,33.44,0.0103
7415,6310125XG1761A,RC31-PRE,0.41,Sligth,0.247,C,0.523,0.284,0.161,0.028,0.004,Sligth,Reinforced Concrete,1978,2,55.45,0.00398
7416,6310130XG1761A,RC31-PRE,0.411,Sligth,0.248,C,0.521,0.284,0.162,0.028,0.005,Sligth,Reinforced Concrete,1981,1,67.23,0.00393
7417,6310137XG1761A,RC31-PRE,0.41,Sligth,0.247,C,0.522,0.284,0.161,0.028,0.005,Sligth,Reinforced Concrete,1976,2,93.62,0.00403
7418,6310143XG1761A,RC31-PRE,0.412,Sligth,0.248,C,0.519,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1988,1,53.28,0.00406
7419,6310145XG1761A,RC31-PRE,0.411,Sligth,0.248,C,0.521,0.284,0.162,0.028,0.005,Sligth,Reinforced Concrete,1969,2,104.65,0.00401
7420,6310151XG1761A,RC31-PRE,0.412,Sligth,0.248,C,0.519,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1981,1,106.68,0.00397
7421,6310156XG1761A,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,1970,2,103.78,0.00402
7422,6310158XG1761A,RC31-PRE,0.409,Sligth,0.247,C,0.524,0.284,0.16,0.028,0.004,Sligth,Reinforced Concrete,1983,1,101.44,0.00397
7423,6310161XG1761A,RC31-PRE,0.413,Sligth,0.249,C,0.518,0.285,0.164,0.029,0.005,Sligth,Reinforced Concrete,1966,1,88.42,0.00404
7424,6310163XG1761A,M31-PRE,0.613,Moderate,0.249,C,0.085,0.497,0.253,0.134,0.031,Moderate,Masonry,1900,2,26.87,0.02095
7425,6310164XG1761A,M31-PRE,0.614,Moderate,0.25,C,0.085,0.496,0.254,0.134,0.031,Moderate,Masonry,1900,1,45.56,0.01675
7426,6310167XG1761A,RC31-PRE,0.415,Sligth,0.25,C,0.515,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1980,3,45.35,0.00398
7427,6310169XG1761A,RC31-LOW,0.415,Sligth,0.251,C,0.514,0.286,0.166,0.029,0.005,Sligth,Reinforced Concrete,2003,1,54.11,0.00403
7428,6310170XG1761A,RC31-PRE,0.415,Sligth,0.25,C,0.515,0.286,0.165,0.029,0.005,Sligth,Reinforced Concrete,1970,2,84.8,0.004
7429,6310173XG1760N,M31-PRE,0.617,Moderate,0.251,C,0.083,0.493,0.256,0.137,0.032,Moderate,Masonry,1930,1,32.28,0.01694
7430,6310174XG1760N,M31-PRE,0.616,Moderate,0.251,C,0.083,0.493,0.256,0.136,0.032,Moderate,Masonry,1930,1,18.92,0.01745
7431,6310175XG1760N,M31-PRE,0.616,Moderate,0.25,C,0.083,0.494,0.255,0.136,0.032,Moderate,Masonry,1930,1,28.87,0.01727
7432,6310181XG1761S,RC31-PRE,0.41,Sligth,0.247,C,0.522,0.284,0.161,0.028,0.005,Sligth,Reinforced Concrete,1973,2,43.86,0.00405
7433,6310183XG1761S,M31-PRE,0.608,Moderate,0.247,C,0.09,0.504,0.249,0.128,0.029,Moderate,Masonry,1940,2,38.84,0.02104
7434,6310184XG1761S,M31-PRE,0.607,Sligth,0.247,C,0.09,0.504,0.249,0.128,0.029,Sligth,Masonry,1930,2,32.39,0.01052
7435,6310185XG1761S,RC31-PRE,0.409,Sligth,0.246,C,0.524,0.284,0.16,0.028,0.004,Sligth,Reinforced Concrete,1981,2,62.25,0.00393
7436,6310186XG1761S,RC31-PRE,0.408,Sligth,0.246,C,0.526,0.283,0.159,0.028,0.004,Sligth,Reinforced Concrete,1970,2,52.42,0.00391
7437,6310188XG1761S,RC31-PRE,0.396,Sligth,0.238,C,0.545,0.277,0.149,0.025,0.004,Sligth,Reinforced Concrete,1980,2,82.79,0.00405
