REFCAT;Suelo;Vulnerabilidad;year;floor;facadeL;CUSEC
000100100XG16H;C;RC31-PRE;1988;1;57,729999999999997;3002402004
000100200XG16H;D;RC31-PRE;1973;2;38,920000000000002;3002402004
000100300XG16H;C;RC31-PRE;1975;2;43,140000000000001;3002402004
000100400XG16H;D;RC31-PRE;1976;2;66,260000000000005;3002401030
000100500XG16H;C;M34-PRE;1955;2;42,229999999999997;3002402004
000100800XG16H;C;RC31-PRE;1984;2;81,799999999999997;3002402004
000100900XG16H;C;M34-PRE;1950;1;63,649999999999999;3002402004
000101000XG16H;C;RC31-PRE;1968;2;75,239999999999995;3002402004
000101100XG16H;C;RC31-PRE;1975;2;43,140000000000001;3002402004
000101200XG16H;C;RC31-PRE;1979;2;77,030000000000001;3002402004
000101300XG16H;C;RC31-PRE;1979;3;65,069999999999993;3002402004
000101400XG16H;C;M34-PRE;1960;2;50,200000000000003;3002402004
000101800XG16H;C;RC31-PRE;1981;2;78,349999999999994;3002402004
000101900XG16H;C;RC31-PRE;1970;3;39,899999999999999;3002402004
000102000XG16H;C;RC31-PRE;1976;1;60,399999999999999;3002402004
000102100XG16H;C;RC31-PRE;1971;1;116,439999999999998;3002402004
000200100XG16H;C;RC31-PRE;1993;1;61,100000000000001;3002402021
000209300XG16H;C;RC31-PRE;1965;2;44,030000000000001;3002402004
000209400XG16H;C;RC31-PRE;1965;1;36,509999999999998;3002402004
000209600XG16H;C;M11-PRE;1900;2;59,130000000000003;3002402021
000209700XG16H;C;M11-PRE;1900;2;51,060000000000002;3002402021
000209800XG16H;C;RC31-PRE;1985;1;61,200000000000003;3002402021
000209900XG16H;C;M34-PRE;1956;2;44,009999999999998;3002402021
000210000XG16H;C;M34-PRE;1956;2;44,079999999999998;3002402021
000210100XG16H;C;M34-PRE;1948;2;34,079999999999998;3002402021
000210200XG16H;C;RC31-PRE;1970;1;43,439999999999998;3002402021
000210300XG16H;C;RC31-PRE;1980;3;71,489999999999995;3002402021
000210400XG16H;C;M34-PRE;1960;3;41,170000000000002;3002402021
000210500XG16H;C;RC31-PRE;1970;1;40,329999999999998;3002402021
000210700XG16H;C;RC31-PRE;1978;1;53,009999999999998;3002402021
000210900XG16H;C;RC31-PRE;1994;2;39,969999999999999;3002402021
000211000XG16H;C;M34-PRE;1960;1;58,119999999999997;3002402021
000212900XG16H;C;RC31-PRE;1980;1;45,670000000000002;3002402004
000213000XG16H;C;RC31-PRE;1970;2;27,870000000000001;3002402004
000213100XG16H;C;RC31-PRE;1970;1;36,899999999999999;3002402004
000213200XG16H;C;M11-PRE;1900;2;50,299999999999997;3002402004
000213300XG16H;C;RC31-PRE;1977;2;50,320000000000000;3002402004
000213400XG16H;C;RC31-PRE;1970;2;40,630000000000003;3002402004
000213600XG16H;C;RC31-PRE;1994;2;55,200000000000003;3002402004
000213800XG16H;C;M34-PRE;1950;2;42,500000000000000;3002402004
000213900XG16H;C;M11-PRE;1900;2;61,130000000000003;3002402004
000214000XG16H;C;RC31-PRE;1996;2;53,689999999999998;3002402004
000214100XG16H;C;RC31-PRE;1968;2;89,780000000000001;3002402004
000214200XG16H;C;M11-PRE;1900;2;35,140000000000001;3002402004
000214400XG16H;C;RC31-PRE;1982;2;46,969999999999999;3002402004
000214500XG16H;C;RC31-PRE;1980;1;56,299999999999997;3002402004
000214600XG16H;C;RC31-PRE;1980;2;94,629999999999995;3002402004
000214700XG16H;D;M11-PRE;1900;2;51,649999999999999;3002402004
000215000XG16H;D;M34-PRE;1943;1;65,900000000000006;3002402004
000215100XG16H;D;RC31-PRE;1966;2;58,859999999999999;3002402004
000215300XG16H;D;RC31-PRE;1970;2;106,959999999999994;3002402004
000308900XG16H;D;RC31-PRE;1970;2;56,719999999999999;3002402004
000401600XG17A;D;RC31-PRE;1970;1;124,980000000000004;3002401018
000402100XG17A;D;RC31-PRE;1993;1;43,969999999999999;3002401018
000402200XG17A;D;RC31-PRE;1993;1;103,480000000000004;3002401018
000500600XG17A;C;M11-PRE;1920;1;38,859999999999999;3002401018
000600300XG16H;C;RC31-LOW;1998;3;53,899999999999999;3002402028
000600500XG16H;C;RC31-PRE;1993;3;63,840000000000003;3002402001
000600600XG16H;C;M31-PRE;1925;2;77,989999999999995;3002402001
000601100XG16H;C;M11-PRE;1888;2;39,240000000000002;3002402001
000601200XG16H;C;M11-PRE;1888;1;47,070000000000000;3002402001
000602000XG16H;C;RC31-PRE;1986;2;30,030000000000001;3002402001
000602100XG16H;C;M11-PRE;1920;1;21,239999999999998;3002402001
000606500XG16H;C;RC31-LOW;1999;2;53,810000000000002;3002402001
000606700XG16H;C;M11-PRE;1900;2;38,049999999999997;3002402004
000612300XG16H;C;RC31-PRE;1968;2;36,070000000000000;3002402004
000614300XG16H;C;M11-PRE;1888;2;59,979999999999997;3002402004
000614400XG16H;C;M31-PRE;1940;2;49,530000000000001;3002402004
000700100XG17B;C;M34-PRE;1944;2;54,899999999999999;3002402005
000700300XG17B;C;RC31-PRE;1986;1;50,549999999999997;3002402005
000700400XG17B;C;RC31-PRE;1987;1;20,250000000000000;3002401029
000700500XG17B;C;M11-PRE;1900;2;94,430000000000007;3002402022
000701400XG17B;C;RC31-LOW;2005;1;83,269999999999996;3002402022
000708500XG16H;C;M11-PRE;1900;2;46,469999999999999;3002402004
001200300XG17B;C;RC31-PRE;1965;3;56,740000000000002;3002402005
001200400XG17B;C;M34-PRE;1965;1;52,039999999999999;3002402005
001200600XG17B;C;M31-PRE;1940;1;68,060000000000002;3002402005
001200700XG17B;C;RC31-PRE;1978;3;45,789999999999999;3002402005
001500100XG17A;C;RC31-PRE;1995;1;151,469999999999999;3002402015
001500500XG16G;C;RC31-LOW;2000;1;56,009999999999998;3002402001
001500900XG16G;C;M31-PRE;1940;1;50,079999999999998;3002402001
001501000XG16G;C;RC31-PRE;1974;1;51,799999999999997;3002402001
001501100XG16G;C;M11-PRE;1900;1;25,750000000000000;3002402001
001501200XG16G;C;M11-PRE;1900;1;33,950000000000003;3002402001
001501300XG16G;C;RC31-PRE;1976;2;44,039999999999999;3002402001
001501300XG17A;C;RC31-PRE;1989;2;84,590000000000003;3002402015
001501400XG16G;C;M11-PRE;1900;1;39,369999999999997;3002402001
001501400XG17A;C;RC31-PRE;1982;1;67,810000000000002;3002402015
001501500XG16G;C;RC31-PRE;1984;2;51,119999999999997;3002402001
001501600XG16G;C;M11-PRE;1888;1;41,240000000000002;3002402026
001502000XG16G;C;RC31-PRE;1965;2;44,439999999999998;3002402026
001503300XG16G;C;RC31-PRE;1973;1;51,570000000000000;3002401031
001503400XG16G;C;RC31-PRE;1985;3;54,899999999999999;3002401031
001503500XG16G;C;RC31-PRE;1986;2;43,710000000000001;3002401031
001503600XG16G;C;RC31-PRE;1979;1;49,200000000000003;3002401031
001503700XG16G;C;RC31-PRE;1988;2;48,930000000000000;3002401031
001503800XG16G;C;M34-PRE;1960;1;57,170000000000002;3002401031
001503900XG16G;C;RC31-PRE;1950;1;39,100000000000001;3002401031
001504000XG16G;C;M34-PRE;1960;1;30,039999999999999;3002401031
001504100XG16G;C;RC31-PRE;1983;2;59,649999999999999;3002401031
001504300XG16G;C;RC31-PRE;1978;2;402,290000000000020;3002401031
001504400XG16G;C;RC31-PRE;1987;2;54,950000000000003;3002401031
001504500XG16G;C;RC31-PRE;1965;2;50,829999999999998;3002401031
001504600XG16G;C;M34-PRE;1960;1;40,460000000000001;3002401031
001504700XG16G;C;RC31-PRE;1988;1;42,850000000000001;3002401031
001504800XG16G;C;RC31-PRE;1988;2;28,910000000000000;3002401031
001900200XG16G;C;M34-PRE;1968;1;49,659999999999997;3002402013
001900400XG16G;C;M34-PRE;1961;1;40,869999999999997;3002402013
001900500XG16G;C;RC31-PRE;1981;2;42,500000000000000;3002402013
002003100XG16G;C;RC31-PRE;1988;1;66,060000000000002;3002401031
002003200XG16G;C;RC31-PRE;1975;2;75,099999999999994;3002401031
002003600XG16G;C;RC31-PRE;1985;2;48,310000000000002;3002401031
002003900XG16G;C;M34-PRE;1985;2;50,469999999999999;3002401031
002100100XG17B;C;RC31-LOW;1997;1;44,619999999999997;3002401030
002203600XG17B;D;RC31-PRE;1985;2;48,079999999999998;3002402006
002206700XG17B;D;RC31-PRE;1988;3;71,750000000000000;3002402004
002206800XG17B;D;RC31-PRE;1981;2;53,579999999999998;3002402004
002207100XG17B;D;M31-PRE;1940;2;30,149999999999999;3002402006
002207200XG17B;D;M31-PRE;1940;2;52,479999999999997;3002402006
002207300XG17B;D;M34-PRE;1960;2;59,520000000000003;3002402004
002207500XG17B;D;M11-PRE;1900;1;61,100000000000001;3002402004
002207600XG17B;D;RC31-PRE;1967;2;63,310000000000002;3002402004
002207700XG17B;D;RC31-PRE;1979;2;74,890000000000001;3002402006
002207800XG17B;D;M31-PRE;1940;2;42,859999999999999;3002402004
002207900XG17B;D;RC31-PRE;1983;2;47,030000000000001;3002402004
002208000XG17B;D;RC31-PRE;1981;2;92,780000000000001;3002402004
002208200XG17B;D;RC31-PRE;1973;2;54,100000000000001;3002402004
002208300XG17B;D;RC31-PRE;1983;2;53,100000000000001;3002402004
002208400XG17B;D;RC31-PRE;1988;2;51,750000000000000;3002402006
002208500XG17B;D;M34-PRE;1960;1;42,149999999999999;3002402006
002300300XG16G;C;RC31-PRE;1975;2;49,350000000000001;3002402028
002400700XG16G;C;RC31-PRE;1984;2;50,130000000000003;3002402028
002401100XG16G;C;M34-PRE;1950;1;11,820000000000000;3002402028
002403800XG16G;C;RC31-PRE;1988;1;53,469999999999999;3002402028
002403900XG16G;C;RC31-PRE;1977;1;53,469999999999999;3002402028
002404000XG16G;C;RC31-PRE;1971;1;54,520000000000003;3002402028
002404100XG16G;C;RC31-PRE;1988;2;57,310000000000002;3002402013
002404300XG16G;C;RC31-PRE;1980;2;43,359999999999999;3002402028
002404400XG16G;C;M31-PRE;1933;1;27,180000000000000;3002402028
002404500XG16G;C;RC31-PRE;1984;2;44,670000000000002;3002402028
002404600XG16G;C;RC31-PRE;1971;2;67,920000000000002;3002402028
002404700XG16G;C;M34-PRE;1948;2;30,489999999999998;3002402028
002404800XG16G;C;RC31-PRE;1973;1;24,010000000000002;3002402028
002404900XG16G;C;RC31-PRE;1978;2;37,420000000000002;3002402028
002405700XG16G;C;RC31-PRE;1988;2;50,899999999999999;3002402028
002405800XG16G;C;RC31-PRE;1968;2;35,990000000000002;3002402028
002405900XG16G;C;RC31-PRE;1968;2;32,299999999999997;3002402028
002406000XG16G;C;RC31-PRE;1987;2;53,759999999999998;3002402028
002406100XG16G;C;RC31-PRE;1983;2;43,590000000000003;3002402028
002406300XG16G;C;RC31-PRE;1992;2;47,810000000000002;3002402028
002500100XG17A;B;RC31-PRE;1983;2;178,629999999999995;3002401011
002500200XG17C;C;RC31-PRE;1975;2;349,790000000000020;3002401018
002500300XG17C;C;RC31-PRE;1976;1;25,420000000000002;3002401018
002500500XG17C;C;RC31-PRE;1980;2;731,120000000000005;3002401018
002500600XG17C;C;RC31-PRE;1987;2;194,849999999999994;3002401018
002503900XG17B;C;RC31-PRE;1976;1;44,600000000000001;3002402005
30024A15900219;D;RC31-PRE;1988;2;89,769999999999996;3002402006
30024A15900221;D;RC31-PRE;1982;2;125,430000000000007;3002402006
30024A15900223;D;RC31-PRE;1979;3;99,760000000000005;3002402006
30024A16300023;C;RC31-PRE;1988;1;77,340000000000003;3002402005
30024A16300031;C;M31-PRE;1940;1;145,900000000000006;3002402005
30024A16300032;C;M31-PRE;1940;3;92,290000000000006;3002402005
30024A16300035;C;RC31-PRE;1981;1;31,750000000000000;3002402005
30024A16300094;C;RC31-LOW;1998;2;103,870000000000005;3002402005
30024A16300143;C;RC31-LOW;1997;1;46,140000000000001;3002402005
30024A16400230;C;RC31-PRE;1965;2;105,219999999999999;3002402005
30024A16400231;C;RC31-LOW;2000;2;147,219999999999999;3002402005
30024A16400232;C;RC31-PRE;1986;2;102,799999999999997;3002402005
30024A16400271;D;RC31-LOW;2003;1;188,169999999999987;3002402005
30024A16500043;C;M11-PRE;1900;1;82,090000000000003;3002402004
30024A16500046;C;RC31-LOW;1997;1;58,979999999999997;3002402004
30024A16500048;C;M31-PRE;1930;1;71,459999999999994;3002402004
30024A16500053;C;RC31-LOW;2002;1;40,840000000000003;3002402004
30024A16500054;C;RC31-LOW;2007;2;40,640000000000001;3002402004
30024A16500055;C;RC31-PRE;1970;1;152,599999999999994;3002402004
30024A16500058;C;RC31-PRE;1980;3;338,389999999999986;3002402004
30024A16500063;C;RC31-PRE;1994;2;64,370000000000005;3002402004
30024A16500067;D;RC31-LOW;1998;1;42,030000000000001;3002402004
30024A16500069;D;RC31-PRE;1980;2;108,319999999999993;3002402004
30024A16500071;D;M34-PRE;1958;2;127,670000000000002;3002402004
30024A16500106;D;RC31-LOW;2004;1;36,539999999999999;3002402004
30024A16500107;D;RC31-PRE;1974;2;126,450000000000003;3002402004
30024A16500108;D;RC31-LOW;2001;1;53,020000000000003;3002402004
30024A16500119;D;RC31-LOW;2000;2;51,229999999999997;3002402004
30024A16500120;D;M34-PRE;1962;1;55,880000000000003;3002402004
30024A16500138;D;M31-PRE;1940;1;61,710000000000001;3002402004
30024A16500231;D;RC31-PRE;1981;1;137,280000000000001;3002402006
30024A16500256;D;RC31-LOW;2000;1;79,269999999999996;3002402004
30024A16500262;D;RC31-PRE;1992;1;51,450000000000003;3002402004
30024A16500266;D;M34-PRE;1950;2;24,000000000000000;3002402004
30024A16500270;C;M11-PRE;1900;2;34,670000000000002;3002402004
30024A16600105;C;RC31-PRE;1975;2;267,970000000000027;3002402021
30024A16900007;C;RC31-PRE;1981;1;41,619999999999997;3002402004
30024A16900014;C;RC31-PRE;1992;2;85,760000000000005;3002402004
30024A16900105;C;RC31-LOW;1997;1;80,859999999999999;3002402004
30024A16900108;C;RC31-PRE;1980;2;212,990000000000009;3002402004
30024A16900161;C;M11-PRE;1900;2;43,700000000000003;3002402004
30024A16900171;C;RC31-PRE;1981;2;101,510000000000005;3002402004
30024A16900175;C;RC31-LOW;2001;1;46,680000000000000;3002402004
30024A16900183;C;RC31-LOW;1997;1;29,609999999999999;3002402004
30024A16900287;C;RC31-PRE;1988;2;66,909999999999997;3002402004
30024A16900288;C;RC31-LOW;1997;1;81,099999999999994;3002402004
30024A17200002;C;RC31-LOW;2002;1;117,590000000000003;3002402001
30024A17200014;C;RC31-PRE;1981;1;72,959999999999994;3002402026
30024A17200016;C;RC31-PRE;1981;1;86,510000000000005;3002402026
30024A17200155;C;RC31-LOW;2003;2;83,060000000000002;3002402026
30024A17300047;C;RC31-LOW;2003;1;46,490000000000002;3002402013
30024A17300048;C;RC31-PRE;1970;2;351,449999999999989;3002402013
30024A17300049;C;RC31-LOW;2007;1;78,980000000000004;3002402013
30024A17300056;C;M11-PRE;1900;2;184,699999999999989;3002402013
30024A17300058;C;RC31-PRE;1981;2;150,330000000000013;3002401031
30024A17300080;C;RC31-PRE;1973;2;328,649999999999977;3002401031
30024A17300092;C;RC31-LOW;2005;1;42,329999999999998;3002401031
30024A17300149;C;RC31-PRE;1992;2;66,659999999999997;3002401031
30024A17300150;C;RC31-LOW;1999;1;89,319999999999993;3002401031
30024A17300163;C;RC31-PRE;1981;1;181,740000000000009;3002401031
30024A17300169;C;RC31-LOW;1999;2;100,109999999999999;3002402013
30024A17300173;C;RC31-PRE;1988;1;55,270000000000003;3002401031
30024A17300174;C;RC31-PRE;1981;2;35,369999999999997;3002401031
30024A17400005;C;M34-PRE;1986;3;67,439999999999998;3002402028
30024A17400006;C;RC31-PRE;1981;1;133,629999999999995;3002402028
30024A17400096;C;RC31-LOW;1998;1;60,229999999999997;3002402028
30024A17400097;C;M31-PRE;1933;2;227,289999999999992;3002402028
30024A17400098;C;M34-PRE;1950;2;238,889999999999986;3002402013
30024A17400157;C;RC31-LOW;2000;2;119,090000000000003;3002402028
30024A32500074;C;RC31-PRE;1978;3;94,170000000000002;3002401018
30024A32500158;C;RC31-PRE;1986;2;274,410000000000025;3002401018
30024A32600004;C;RC31-LOW;1998;2;42,000000000000000;3002402015
30024A32600046;C;RC31-LOW;2007;1;30,640000000000001;3002401018
30024A32600049;C;RC31-LOW;2009;1;81,859999999999999;3002401018
30024A32600451;D;RC31-LOW;2010;1;184,949999999999989;3002402015
30024A32600473;D;RC31-PRE;1970;1;32,200000000000003;3002401018
30024A32600474;D;RC31-PRE;1970;1;47,060000000000002;3002401018
30024A32900013;C;RC31-LOW;1997;2;74,540000000000006;3002402028
4194802XG1649C;C;RC31-PRE;1985;7;69,469999999999999;3002401024
4194803XG1649C;C;RC31-PRE;1981;5;76,980000000000004;3002401024
4194804XG1649C;C;RC31-PRE;1975;1;17,480000000000000;3002401024
4195601XG1649E;C;RC31-PRE;1989;6;144,539999999999992;3002401024
4195901XG1649E;C;RC31-PRE;1993;6;104,049999999999997;3002401024
4197101XG1649N;B;RC31-PRE;1973;2;98,760000000000005;3002401012
4198501XG1649G;C;RC31-LOW;1998;3;123,069999999999993;3002401038
4200101XG1740A;B;RC31-PRE;1970;2;596,610000000000014;3002401011
4205201XG1740E;B;M34-PRE;1960;2;54,479999999999997;3002401005
4205202XG1740E;B;RC31-PRE;1965;2;16,320000000000000;3002401005
4205203XG1740E;C;M31-PRE;1950;2;16,920000000000002;3002401005
4205204XG1740E;C;M31-PRE;1910;1;12,930000000000000;3002401005
4205205XG1740E;C;M34-PRE;1968;3;23,980000000000000;3002401005
4205206XG1740E;C;M11-PRE;1910;1;11,310000000000000;3002401005
4205207XG1740E;B;M34-PRE;1957;3;20,840000000000000;3002401005
4205301XG1740E;B;RC31-PRE;1980;2;37,399999999999999;3002401005
4205302XG1740E;B;M31-PRE;1940;1;8,539999999999999;3002401005
4205303XG1740E;B;M31-PRE;1940;3;13,420000000000000;3002401005
4205304XG1740E;B;M31-PRE;1940;2;39,890000000000001;3002401005
4205401XG1740E;B;M11-PRE;1920;1;36,009999999999998;3002401005
4205402XG1740E;B;RC31-PRE;1953;3;21,020000000000000;3002401005
4205403XG1740E;B;M11-PRE;1900;1;12,279999999999999;3002401005
4205404XG1740E;B;M11-PRE;1900;1;18,379999999999999;3002401005
4205501XG1740E;B;M34-PRE;1950;3;31,620000000000001;3002401005
4206601XG1740E;C;RC31-PRE;1978;2;44,020000000000003;3002401005
4495013XG1649E;D;M34-PRE;1980;4;27,559999999999999;3002401039
4495014XG1649E;D;M31-PRE;1920;4;40,579999999999998;3002401039
4495015XG1649E;D;RC31-PRE;1990;5;22,809999999999999;3002401039
4495016XG1649E;D;M34-PRE;1975;4;17,760000000000002;3002401039
4495017XG1649E;D;M11-PRE;1190;5;23,260000000000002;3002401039
4495018XG1649E;D;RC31-LOW;2000;6;16,829999999999998;3002401039
4495019XG1649E;D;RC31-LOW;1980;4;13,230000000000000;3002401039
4495020XG1649E;D;RC31-LOW;1980;4;21,710000000000001;3002401039
4495021XG1649E;D;M34-PRE;1950;2;21,859999999999999;3002401039
4495022XG1649E;D;M34-PRE;1950;2;44,570000000000000;3002401039
4495024XG1649E;D;M34-PRE;1960;1;20,020000000000000;3002401039
4495025XG1649E;D;RC31-LOW;2004;5;320,120000000000005;3002401039
4495026XG1649E;D;RC31-LOW;2007;6;72,049999999999997;3002401039
4495027XG1649E;D;RC31-PRE;1965;5;51,030000000000001;3002401039
4495028XG1649E;D;RC31-PRE;1985;6;125,549999999999997;3002401039
4495029XG1649E;D;RC31-PRE;1972;8;46,369999999999997;3002401039
4495030XG1649E;D;RC31-PRE;1955;3;7,700000000000000;3002401039
4495031XG1649E;C;RC31-PRE;1980;4;10,960000000000001;3002401039
4495032XG1649E;C;M34-PRE;1960;4;52,590000000000003;3002401039
4495033XG1649E;C;RC31-PRE;1995;5;19,789999999999999;3002401039
4495034XG1649E;C;RC31-PRE;1975;2;9,270000000000000;3002401039
4495035XG1649E;C;RC31-PRE;1968;5;24,670000000000002;3002401039
4495036XG1649E;C;RC31-PRE;1995;6;51,320000000000000;3002401039
4495039XG1649E;C;RC31-PRE;1975;5;40,680000000000000;3002401039
4508207XG1740H;C;M31-PRE;1890;2;12,449999999999999;3002401001
4508208XG1740H;C;M11-PRE;1900;1;31,480000000000000;3002401001
4508301XG1740H;C;RC31-PRE;1980;2;34,960000000000001;3002401001
4508401XG1740H;C;RC31-PRE;1981;2;54,939999999999998;3002401001
4508402XG1740H;C;RC31-PRE;1982;3;15,340000000000000;3002401001
4508403XG1740H;C;RC31-PRE;1980;3;11,630000000000001;3002401001
4508404XG1740H;C;M31-PRE;1920;2;28,879999999999999;3002401001
4508405XG1740H;C;M11-PRE;1920;2;28,280000000000001;3002401001
4508501XG1740H;C;RC31-PRE;1960;2;26,260000000000002;3002401004
4508503XG1740H;C;M34-PRE;1970;3;49,189999999999998;3002401004
4508601XG1740H;C;M31-PRE;1920;2;11,609999999999999;3002401001
4508602XG1740H;C;RC31-PRE;1965;2;4,530000000000000;3002401001
4508603XG1740H;C;M31-PRE;1930;2;6,330000000000000;3002401001
4508604XG1740H;C;M11-PRE;2002;2;14,550000000000001;3002401001
4508605XG1740H;C;RC31-PRE;1965;4;9,760000000000000;3002401001
4508606XG1740H;C;RC31-PRE;1965;2;17,309999999999999;3002401001
4508607XG1740H;C;RC31-PRE;1980;2;25,890000000000001;3002401001
4508608XG1740H;C;RC31-PRE;1975;3;14,270000000000000;3002401001
4508609XG1740H;C;RC31-PRE;1950;1;24,109999999999999;3002401001
4508610XG1740H;C;M11-PRE;1920;2;12,570000000000000;3002401001
4508701XG1740H;C;RC31-PRE;1966;1;29,370000000000001;3002401001
4508702XG1740H;C;M34-PRE;1960;2;54,350000000000001;3002401001
4508801XG1740H;C;RC31-PRE;1980;1;31,780000000000001;3002401001
4508802XG1740H;C;RC31-PRE;1960;3;20,250000000000000;3002401001
4508803XG1740H;C;RC31-PRE;1960;2;23,320000000000000;3002401001
4605012XG1740F;C;M34-PRE;1955;2;16,890000000000001;3002401005
4605013XG1740F;C;RC31-PRE;1955;2;19,770000000000000;3002401005
4605014XG1740F;C;RC31-PRE;1992;3;30,670000000000002;3002401005
4605016XG1740F;C;RC31-PRE;1970;5;27,430000000000000;3002401005
4605017XG1740F;C;RC31-PRE;1965;5;50,240000000000002;3002401005
4605018XG1740F;C;RC31-PRE;1970;1;88,390000000000001;3002401005
4605019XG1740F;C;M34-PRE;1960;2;7,900000000000000;3002401005
4605020XG1740F;C;RC31-PRE;1960;2;8,660000000000000;3002401005
4605021XG1740F;C;M34-PRE;1960;2;13,070000000000000;3002401005
4605022XG1740F;C;RC31-PRE;1960;2;20,510000000000002;3002401005
4605901XG1740F;C;RC31-PRE;1976;3;23,309999999999999;3002401006
4605902XG1740F;C;M31-PRE;1930;3;35,649999999999999;3002401006
4605903XG1740F;C;M11-PRE;1930;4;17,980000000000000;3002401006
4605904XG1740F;C;RC31-PRE;1991;5;34,020000000000003;3002401006
4605905XG1740F;C;RC31-PRE;1972;6;22,070000000000000;3002401006
4605906XG1740F;C;RC31-PRE;1976;7;68,560000000000002;3002401006
4605907XG1740F;C;RC31-LOW;1920;4;29,770000000000000;3002401006
4606202XG1740F;C;M31-PRE;1940;3;28,190000000000001;3002401005
4606203XG1740F;C;RC31-PRE;1950;3;42,960000000000001;3002401005
4606204XG1740F;C;M31-PRE;1940;3;6,600000000000000;3002401005
4189016XG1648G;C;M34-PRE;1960;3;42,479999999999997;3002401031
4189019XG1648G;C;RC31-PRE;1950;1;81,560000000000002;3002401031
4189021XG1648G;C;M34-PRE;1960;1;74,989999999999995;3002401031
4189022XG1648G;C;RC31-LOW;2005;3;24,899999999999999;3002401031
4189023XG1648G;C;RC31-LOW;2005;3;84,319999999999993;3002401031
4191101XG1649A;C;RC31-LOW;2014;7;77,909999999999997;3002401031
4191103XG1649A;C;RC31-PRE;1974;5;49,530000000000001;3002401031
4191104XG1649A;C;RC31-LOW;2013;6;59,439999999999998;3002401031
4191105XG1649A;C;RC31-PRE;1979;6;55,289999999999999;3002401031
4193601XG1649C;C;RC31-PRE;1981;5;203,289999999999992;3002401013
4193602XG1649C;C;RC31-PRE;1970;4;51,579999999999998;3002401013
4193604XG1649C;C;RC31-PRE;1976;4;48,869999999999997;3002401013
4193605XG1649C;C;RC31-PRE;1975;5;40,380000000000003;3002401013
4193606XG1649C;C;RC31-LOW;2014;5;55,310000000000002;3002401013
4193607XG1649C;C;RC31-PRE;1970;1;12,250000000000000;3002401013
4193801XG1649C;C;RC31-PRE;1977;6;199,340000000000003;3002401013
4193802XG1649C;C;RC31-LOW;2015;6;151,490000000000009;3002401013
4194101XG1649C;C;RC31-PRE;1992;7;37,469999999999999;3002401024
4194102XG1649C;C;RC31-PRE;1993;7;41,630000000000003;3002401024
4194103XG1649C;C;RC31-PRE;1987;7;42,689999999999998;3002401024
4194104XG1649C;C;RC31-PRE;1991;7;64,640000000000001;3002401024
4194501XG1649C;C;RC31-PRE;1990;6;66,750000000000000;3002401024
4194502XG1649C;C;RC31-PRE;1977;7;109,239999999999995;3002401024
4194503XG1649C;C;RC31-PRE;1989;6;54,840000000000003;3002401024
4194601XG1649C;C;RC31-PRE;1970;1;24,489999999999998;3002401024
4194801XG1649C;C;RC31-PRE;1985;7;53,060000000000002;3002401024
4206702XG1740E;C;M34-PRE;1955;1;39,130000000000003;3002401005
4206703XG1740E;C;RC31-PRE;1965;2;20,210000000000001;3002401005
4206704XG1740E;C;RC31-PRE;1960;3;7,710000000000000;3002401005
4206705XG1740E;C;RC31-PRE;1973;3;6,780000000000000;3002401005
4306404XG1740E;C;RC31-PRE;1969;2;26,180000000000000;3002401005
4306405XG1740E;C;RC31-PRE;1969;2;61,060000000000002;3002401005
4306406XG1740E;C;RC31-PRE;1969;2;31,530000000000001;3002401005
4306407XG1740E;C;RC31-PRE;1969;2;7,510000000000000;3002401005
4306408XG1740E;C;RC31-PRE;1969;2;20,320000000000000;3002401005
4306409XG1740E;C;RC31-PRE;1969;2;21,390000000000001;3002401005
4306410XG1740E;C;RC31-PRE;1969;2;28,210000000000001;3002401005
4306411XG1740E;C;RC31-PRE;1969;2;26,570000000000000;3002401005
4306412XG1740E;C;M11-PRE;1900;1;17,960000000000001;3002401005
4306413XG1740E;C;M34-PRE;1968;3;23,140000000000001;3002401005
4306414XG1740E;C;RC31-PRE;1968;3;4,550000000000000;3002401005
4306415XG1740E;C;RC31-PRE;1968;4;7,340000000000000;3002401005
4306416XG1740E;C;M34-PRE;1965;1;22,590000000000000;3002401005
4306417XG1740E;C;M34-PRE;1968;2;10,150000000000000;3002401005
4306418XG1740E;C;RC31-PRE;1979;3;12,369999999999999;3002401005
4306419XG1740E;C;M34-PRE;1960;3;18,890000000000001;3002401005
4306501XG1740E;C;M31-PRE;1920;3;48,960000000000001;3002401005
4306701XG1740E;C;M34-PRE;1980;3;45,390000000000001;3002401005
4306702XG1740E;C;M34-PRE;1975;3;17,260000000000002;3002401005
4306703XG1740E;C;RC31-PRE;1975;2;31,829999999999998;3002401005
4306704XG1740E;C;RC31-PRE;1980;2;23,800000000000001;3002401005
4306705XG1740E;C;RC31-PRE;1980;2;12,789999999999999;3002401005
4306706XG1740E;C;M34-PRE;1970;1;19,050000000000001;3002401005
4306707XG1740E;C;M34-PRE;1968;2;17,109999999999999;3002401005
4306708XG1740E;C;RC31-PRE;1958;3;30,469999999999999;3002401005
4306709XG1740E;C;M31-PRE;1930;2;7,110000000000000;3002401005
4306710XG1740E;C;M31-PRE;1940;1;4,080000000000000;3002401005
4306711XG1740E;C;M34-PRE;1950;1;17,129999999999999;3002401005
4306712XG1740E;C;M31-PRE;1940;1;17,129999999999999;3002401005
4306713XG1740E;C;M31-PRE;1920;3;17,350000000000001;3002401005
4306714XG1740E;C;M31-PRE;1900;2;27,690000000000001;3002401005
